ID,Moves,Ranks
605,"Psywave,Defense Curl,Lucky Chant,Yawn,Psybeam,Imprison,Moonlight,Hypnosis,Zen Headbutt,Calm Mind,Nightmare,Dream Eater,Psychic,Synchronoise,Telekinesis,Future Sight,Stored Power,Heal Bell,Pain Split,Healing Wish","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
606,"Psychic Terrain,Defense Curl,Psybeam,Hypnosis,Lucky Chant,Pain Split,Heal Bell,Healing Wish","0,1,2,2,3,4,4,4"
607,"Gust,Growl,Leer,Quick Attack,Air Cutter,Roost,Detect,Taunt,Air Slash,Razor Wind,Feather Dance,Swagger,Facade,Tailwind,Sky Attack,Steel Wing,Lucky Chant,Hypnosis","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
608,"Gust,Growl,Leer,Quick Attack,Air Cutter,Roost,Detect,Taunt,Air Slash,Razor Wind,Feather Dance,Swagger,Facade,Tailwind,Sky Attack,Steel Wing,Lucky Chant,Hypnosis","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
609,"Gust,Growl,Leer,Quick Attack,Air Cutter,Roost,Detect,Taunt,Air Slash,Razor Wind,Feather Dance,Swagger,Facade,Tailwind,Sky Attack,Heat Wave,Night Slash,Lucky Chant","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
610,"Quick Attack,Tail Whip,Charge,Shock Wave,Thunder Wave,Flame Charge,Pursuit,Spark,Stomp,Wild Charge,Agility,Discharge,Thrash,Me First,Bounce,Double Kick","0,0,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
611,"Quick Attack,Tail Whip,Shock Wave,Charge,Thunder Wave,Ion Deluge,Flame Charge,Pursuit,Spark,Stomp,Wild Charge,Agility,Discharge,Thrash,Bounce,Double Kick,Screech","0,0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
612,"Tackle,Harden,Sand Attack,Headbutt,Rock Blast,Mud Slap,Iron Defense,Smack Down,Rock Slide,Stealth Rock,Sandstorm,Stone Edge,Explosion,Autotomize,Lock-On,Magnitude","0,0,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
613,"Tackle,Harden,Sand Attack,Headbutt,Rock Blast,Mud Slap,Iron Defense,Smack Down,Power Gem,Rock Slide,Stealth Rock,Sandstorm,Stone Edge,Explosion,Autotomize,Magnitude,Wide Guard","0,0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
614,"Tackle,Harden,Sand Attack,Headbutt,Rock Blast,Mud Slap,Iron Defense,Smack Down,Power Gem,Rock Slide,Stealth Rock,Sandstorm,Stone Edge,Explosion,Heavy Slam,Wide Guard,Superpower","0,0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
615,"Confusion,Odor Sleuth,Gust,Assurance,Heart Stamp,Imprison,Air Cutter,Attract,Amnesia,Calm Mind,Psychic,Future Sight,Air Slash,Endeavor,Roost,Giga Drain,Heat Wave","0,0,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
616,"Confusion,Odor Sleuth,Gust,Assurance,Heart Stamp,Imprison,Air Cutter,Attract,Amnesia,Calm Mind,Psychic,Future Sight,Air Slash,Endeavor,Roost,Giga Drain,Heat Wave","0,0,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
617,"Scratch,Mud Sport,Rapid Spin,Mud Slap,Fury Swipes,Metal Claw,Dig,Hone Claws,Slash,Rock Slide,Sandstorm,Swords Dance,Earthquake,Drill Run,Fissure,Iron Defense,Rock Climb,Submission","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
618,"Mud Sport,Scratch,Mud Slap,Rapid Spin,Metal Claw,Fury Swipes,Hone Claws,Dig,Rock Slide,Slash,Sandstorm,Horn Drill,Rototiller,Swords Dance,Earthquake,Drill Run,Fissure,Iron Defense,Smart Strike,Iron Head","0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
619,"Play Nice,Pound,Growl,Helping Hand,Hyper Voice,Misty Terrain,Refresh,Baby-Doll Eyes,Double Slap,Disarming Voice,Secret Power,Attract,Take Down,Entrainment,Heal Pulse,After You,Double-Edge,Simple Beam,Last Resort,Draining Kiss,Wish,Heal Bell","0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
620,"Play Nice,Pound,Growl,Helping Hand,Hyper Voice,Misty Terrain,Refresh,Baby-Doll Eyes,Double Slap,Disarming Voice,Secret Power,Attract,Take Down,Entrainment,Heal Pulse,After You,Double-Edge,Simple Beam,Last Resort,Draining Kiss,Wish,Heal Bell","0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
621,"Pound,Leer,Focus Energy,Bide,Low Kick,Rock Throw,Wake-Up Slap,Chip Away,Bulk Up,Rock Slide,Dynamic Punch,Scary Face,Hammer Arm,Stone Edge,Focus Punch,Superpower,Foresight,Mach Punch,Detect","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
622,"Pound,Leer,Focus Energy,Bide,Low Kick,Rock Throw,Wake-Up Slap,Chip Away,Bulk Up,Rock Slide,Dynamic Punch,Scary Face,Hammer Arm,Stone Edge,Focus Punch,Superpower,Foresight,Mach Punch,Detect","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
623,"Pound,Leer,Focus Energy,Bide,Low Kick,Rock Throw,Wake-Up Slap,Chip Away,Bulk Up,Rock Slide,Dynamic Punch,Scary Face,Hammer Arm,Stone Edge,Focus Punch,Superpower,Foresight,Drain Punch,Wide Guard","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
624,"Bubble,Growl,Supersonic,Round,Bubble Beam,Mud Shot,Aqua Ring,Uproar,Muddy Water,Echoed Voice,Flail,Rain Dance,Hydro Pump,Hyper Voice,Earth Power,Refresh,Icy Wind","0,0,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
625,"Bubble,Growl,Supersonic,Round,Bubble Beam,Mud Shot,Aqua Ring,Uproar,Muddy Water,Echoed Voice,Flail,Rain Dance,Hydro Pump,Hyper Voice,Earth Power,Refresh,Icy Wind","0,0,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
626,"Bubble,Growl,Supersonic,Round,Bubble Beam,Mud Shot,Aqua Ring,Uproar,Muddy Water,Echoed Voice,Acid,Flail,Drain Punch,Rain Dance,Hydro Pump,Hyper Voice,Earth Power,Bounce,Knock Off","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
627,"Bind,Leer,Focus Energy,Bide,Seismic Toss,Mat Block,Vital Throw,Revenge,Storm Throw,Body Slam,Bulk Up,Endure,Circle Throw,Wide Guard,Superpower,Reversal,Fire Punch,Ice Punch,Thunder Punch","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
628,"Rock Smash,Leer,Bide,Focus Energy,Double Kick,Low Sweep,Counter,Karate Chop,Brick Break,Bulk Up,Retaliate,Endure,Quick Guard,Close Combat,Reversal,Dual Chop,Helping Hand,Block","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
629,"Tackle,String Shot,Bug Bite,Razor Leaf,Struggle Bug,Endure,Sticky Web,Bug Buzz,Flail,Baton Pass,Camouflage,Silver Wind","0,0,1,2,2,2,2,3,3,4,4,4"
630,"String Shot,Tackle,Razor Leaf,Bug Bite,Grass Whistle,Protect,Camouflage,Iron Defense,Seed Bomb","0,0,1,1,2,3,4,4,4"
631,"String Shot,Tackle,Razor Leaf,Bug Bite,False Swipe,Struggle Bug,Slash,Helping Hand,Fell Stinger,Leaf Blade,X-Scissor,Entrainment,Swords Dance,Leaf Storm,Agility,Synthesis,Screech","0,0,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4"
632,"Defense Curl,Rollout,Poison Sting,Screech,Pursuit,Protect,Poison Tail,Bug Bite,Venoshock,Agility,Toxic,Steamroller,Rock Climb,Double-Edge,Toxic Spikes,Spikes,Pin Missile","0,0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
633,"Defense Curl,Rollout,Poison Sting,Screech,Pursuit,Protect,Poison Tail,Iron Defense,Bug Bite,Toxic,Agility,Steamroller,Venoshock,Venom Drench,Rock Climb,Double-Edge,Toxic Spikes,Spikes,Pin Missile","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
634,"Defense Curl,Rollout,Poison Sting,Screech,Pursuit,Protect,Poison Tail,Bug Bite,Venoshock,Baton Pass,Agility,Toxic,Steamroller,Venom Drench,Rock Climb,Double-Edge,Megahorn,Smart Strike,Aqua Tail,Superpower","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
635,"Absorb,Fairy Wind,Growth,Leech Seed,Stun Spore,Mega Drain,Cotton Spore,Razor Leaf,Poison Powder,Helping Hand,Charm,Energy Ball,Giga Drain,Cotton Guard,Sunny Day,Endeavor,Solar Beam,Beat Up,Fake Tears,Encore","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
636,"Growth,Leech Seed,Mega Drain,Cotton Spore,Gust,Tailwind,Moonblast,Hurricane,Fake Tears,Memento,Encore","0,0,1,1,2,2,2,3,4,4,4"
637,"Absorb,Growth,Leech Seed,Sleep Powder,Mega Drain,Synthesis,Magical Leaf,Stun Spore,Helping Hand,Aromatherapy,Energy Ball,Giga Drain,Entrainment,Sunny Day,After You,Leaf Storm,Charm,Heal Bell,Grass Whistle","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
638,"Growth,Leech Seed,Mega Drain,Synthesis,Teeter Dance,Petal Dance,Quiver Dance,Petal Blizzard,Sweet Scent,Healing Wish,Ingrain","0,1,2,2,2,2,3,3,4,4,4"
639,"Tail Whip,Tackle,Water Gun,Uproar,Headbutt,Bite,Aqua Jet,Chip Away,Take Down,Crunch,Aqua Tail,Soak,Flail,Scary Face,Double-Edge,Head Smash,Final Gambit,Thrash,Agility,Muddy Water,Superpower","0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
640,"Leer,Rage,Bite,Sand Attack,Torment,Sand Tomb,Assurance,Mud Slap,Embargo,Swagger,Crunch,Dig,Scary Face,Foul Play,Sandstorm,Earthquake,Thrash,Beat Up,Thunder Fang,Aqua Tail","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
641,"Leer,Rage,Bite,Sand Attack,Torment,Sand Tomb,Assurance,Mud Slap,Embargo,Swagger,Crunch,Dig,Scary Face,Foul Play,Sandstorm,Earthquake,Thrash,Beat Up,Thunder Fang,Aqua Tail","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
642,"Rage,Leer,Sand Attack,Bite,Torment,Power Trip,Sand Tomb,Assurance,Mud Slap,Embargo,Swagger,Crunch,Dig,Scary Face,Foul Play,Sandstorm,Earthquake,Outrage,Fire Fang,Iron Tail,Superpower","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
643,"Tackle,Rollout,Incinerate,Rage,Fire Fang,Headbutt,Uproar,Facade,Fire Punch,Work Up,Taunt,Belly Drum,Flare Blitz,Thrash,Superpower,Overheat,Yawn,Focus Energy,Heat Wave","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
644,"Tackle,Taunt,Bite,Powder Snow,Avalanche,Work Up,Ice Fang,Headbutt,Ice Punch,Uproar,Belly Drum,Blizzard,Thrash,Superpower,Fling,Substitute,Heat Wave","0,0,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
645,"Tackle,Rollout,Incinerate,Rage,Fire Fang,Headbutt,Swagger,Facade,Fire Punch,Work Up,Taunt,Belly Drum,Thrash,Hammer Arm,Flare Blitz,Superpower,Overheat,Heat Wave,Zen Headbutt,Psychic","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
646,"Tackle,Taunt,Bite,Powder Snow,Avalanche,Work Up,Ice Fang,Headbutt,Ice Punch,Uproar,Belly Drum,Blizzard,Thrash,Superpower,Icicle Crash,Thief,Bulldoze,Freeze Dry","0,0,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
647,"Tackle,Rollout,Incinerate,Rage,Fire Fang,Headbutt,Swagger,Facade,Fire Punch,Work Up,Taunt,Belly Drum,Thrash,Hammer Arm,Flare Blitz,Superpower,Overheat,Heat Wave,Zen Headbutt,Psychic","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
648,"Tackle,Taunt,Bite,Powder Snow,Avalanche,Work Up,Ice Fang,Headbutt,Ice Punch,Uproar,Belly Drum,Blizzard,Thrash,Superpower,Icicle Crash,Sunny Day,Flare Blitz,Fire Fang","0,0,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
649,"Peck,Absorb,Growth,Sweet Scent,Spiky Shield,Pin Missile,Mega Drain,Synthesis,Cotton Spore,Needle Arm,Ingrain,Acupressure,Sucker Punch,Petal Dance,Giga Drain,After You,Petal Blizzard,Solar Beam,Cotton Guard,Sunny Day,Drain Punch,Spikes,Worry Seed","0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4"
650,"Fury Cutter,Rock Blast,Withdraw,Sand Attack,Feint Attack,Smack Down,Rock Polish,Bug Bite,Stealth Rock,Rock Slide,Slash,X-Scissor,Shell Smash,Flail,Rock Wrecker,Iron Defense,Spikes,Night Slash","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
651,"Fury Cutter,Rock Blast,Withdraw,Sand Attack,Feint Attack,Smack Down,Rock Polish,Bug Bite,Stealth Rock,Rock Slide,Slash,X-Scissor,Shell Smash,Flail,Rock Wrecker,Iron Defense,Wide Guard,Night Slash","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
652,"Leer,Low Kick,Sand Attack,Feint Attack,Headbutt,Swagger,Brick Break,Payback,Chip Away,High Jump Kick,Scary Face,Crunch,Facade,Rock Climb,Focus Punch,Head Smash,Fake Out,Thunder Punch,Fire Punch","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
653,"Leer,Low Kick,Sand Attack,Feint Attack,Headbutt,Swagger,Brick Break,Payback,Chip Away,High Jump Kick,Scary Face,Crunch,Facade,Rock Climb,Focus Punch,Head Smash,Dragon Dance,Drain Punch,Iron Defense","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
654,"Gust,Miracle Eye,Hypnosis,Psywave,Tailwind,Whirlwind,Psybeam,Air Cutter,Light Screen,Reflect,Gravity,Mirror Move,Psychic,Air Slash,Synchronoise,Cosmic Power,Sky Attack,Stored Power,Telekinesis,Psycho Shift","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
655,"Astonish,Protect,Disable,Haze,Night Shade,Hex,Will-O-Wisp,Ominous Wind,Curse,Power Split,Guard Split,Shadow Ball,Grudge,Mean Look,Destiny Bond,Fake Tears,Nasty Plot,Role Play","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
656,"Astonish,Protect,Haze,Night Shade,Disable,Brutal Swing,Crafty Shield,Hex,Mean Look,Slam,Curse,Shadow Ball,Earthquake,Power Split,Guard Split,Destiny Bond,Sandstorm,Psychic,Memento","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
657,"Astonish,Protect,Disable,Haze,Night Shade,Hex,Will-O-Wisp,Ominous Wind,Curse,Power Split,Guard Split,Scary Face,Shadow Ball,Grudge,Mean Look,Destiny Bond,Imprison,Iron Defense,Heal Block","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
658,"Bide,Withdraw,Water Gun,Rollout,Bite,Protect,Aqua Jet,Ancient Power,Crunch,Wide Guard,Brine,Smack Down,Curse,Aqua Tail,Shell Smash,Rock Slide,Rain Dance,Hydro Pump,Stealth Rock,Iron Defense,Body Slam","0,0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
659,"Bide,Withdraw,Water Gun,Rollout,Bite,Protect,Aqua Jet,Ancient Power,Crunch,Wide Guard,Brine,Smack Down,Curse,Aqua Tail,Shell Smash,Rock Slide,Rain Dance,Hydro Pump,Iron Defense,Guard Split,Iron Head","0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
660,"Quick Attack,Leer,Wing Attack,Rock Throw,Double Team,Scary Face,Pluck,Ancient Power,Agility,Quick Guard,Acrobatics,Dragon Breath,Crunch,Endeavor,U-Turn,Rock Slide,Dragon Claw,Thrash,Steel Wing,Bounce,Knock Off","0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
661,"Quick Attack,Leer,Wing Attack,Rock Throw,Double Team,Scary Face,Pluck,Ancient Power,Agility,Quick Guard,Acrobatics,Dragon Breath,Crunch,Endeavor,U-Turn,Rock Slide,Dragon Claw,Thrash,Iron Defense,Sky Attack,Head Smash","0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
662,"Pound,Poison Gas,Recycle,Toxic Spikes,Acid Spray,Double Slap,Sludge,Stockpile,Swallow,Take Down,Sludge Bomb,Clear Smog,Toxic,Amnesia,Belch,Gunk Shot,Explosion,Drain Punch,Spikes,Rollout","0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
663,"Pound,Poison Gas,Recycle,Toxic Spikes,Acid Spray,Double Slap,Sludge,Stockpile,Swallow,Body Slam,Sludge Bomb,Clear Smog,Toxic,Amnesia,Belch,Gunk Shot,Explosion,Drain Punch,Spikes,Rollout","0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
664,"Scratch,Leer,Pursuit,Fake Tears,Fury Swipes,Feint Attack,Scary Face,Taunt,Foul Play,Torment,Agility,Embargo,Punishment,Nasty Plot,Imprison,Night Daze,Extrasensory,Detect,Sucker Punch","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
665,"Leer,Scratch,Hone Claws,Pursuit,Agility,Embargo,U-Turn,Fury Swipes,Feint Attack,Scary Face,Taunt,Foul Play,Night Slash,Torment,Night Daze,Imprison,Punishment,Nasty Plot,Extrasensory,Detect,Sucker Punch","0,0,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
666,"Pound,Baby-Doll Eyes,Helping Hand,Tickle,Double Slap,Encore,Swift,Sing,Tail Slap,Charm,Wake-Up Slap,Echoed Voice,Captivate,Slam,Hyper Voice,Last Resort,After You,Aqua Tail,Iron Tail,Seed Bomb","0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
667,"Helping Hand,Tickle,Bullet Seed,Rock Blast,Sing,Tail Slap,Aqua Tail,Iron Tail,Fake Tears","1,1,2,2,2,2,4,4,4"
668,"Pound,Confusion,Tickle,Play Nice,Fake Tears,Double Slap,Psybeam,Embargo,Feint Attack,Psyshock,Flatter,Future Sight,Heal Block,Psychic,Telekinesis,Charm,Magic Room,Role Play,Signal Beam,Snatch","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
669,"Pound,Confusion,Tickle,Play Nice,Fake Tears,Double Slap,Psybeam,Embargo,Feint Attack,Psyshock,Flatter,Future Sight,Heal Block,Psychic,Telekinesis,Charm,Magic Room,Role Play,Signal Beam,Snatch","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
670,"Pound,Confusion,Tickle,Play Nice,Fake Tears,Double Slap,Psybeam,Embargo,Feint Attack,Psyshock,Flatter,Future Sight,Heal Block,Psychic,Telekinesis,Charm,Magic Room,Heal Pulse,Helping Hand,Dark Pulse","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
671,"Psywave,Reflect,Rollout,Snatch,Hidden Power,Light Screen,Charm,Recover,Psyshock,Endeavor,Psychic,Pain Split,Future Sight,Skill Swap,Heal Block,Wonder Room,Acid Armor,Night Shade,Confuse Ray","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
672,"Psywave,Reflect,Rollout,Snatch,Hidden Power,Light Screen,Charm,Recover,Psyshock,Endeavor,Psychic,Pain Split,Future Sight,Skill Swap,Heal Block,Wonder Room,Acid Armor,Night Shade,Confuse Ray","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
673,"Psywave,Reflect,Rollout,Snatch,Hidden Power,Light Screen,Charm,Recover,Psyshock,Endeavor,Psychic,Pain Split,Future Sight,Dizzy Punch,Skill Swap,Heal Block,Wonder Room,Acid Armor,Night Shade,Confuse Ray","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
674,"Water Gun,Water Sport,Defog,Wing Attack,Water Pulse,Aerial Ace,Bubble Beam,Feather Dance,Aqua Ring,Air Slash,Roost,Rain Dance,Tailwind,Brave Bird,Hurricane,Mud Sport,Steel Wing,Mirror Move","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
675,"Water Gun,Water Sport,Defog,Wing Attack,Water Pulse,Aerial Ace,Bubble Beam,Feather Dance,Aqua Ring,Air Slash,Roost,Rain Dance,Tailwind,Brave Bird,Hurricane,Mud Sport,Lucky Chant,Mirror Move","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
676,"Icicle Spear,Harden,Astonish,Uproar,Icy Wind,Mist,Avalanche,Taunt,Mirror Shot,Acid Armor,Ice Beam,Hail,Mirror Coat,Blizzard,Sheer Cold,Ice Shard,Autotomize,Water Pulse","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
677,"Icicle Spear,Harden,Astonish,Uproar,Icy Wind,Mist,Avalanche,Taunt,Mirror Shot,Acid Armor,Ice Beam,Hail,Mirror Coat,Blizzard,Sheer Cold,Ice Shard,Autotomize,Water Pulse","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
678,"Harden,Icicle Spear,Uproar,Astonish,Freeze Dry,Icy Wind,Mist,Avalanche,Taunt,Mirror Shot,Acid Armor,Ice Beam,Hail,Mirror Coat,Blizzard,Sheer Cold,Autotomize,Iron Defense,Ice Shard","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
679,"Tackle,Camouflage,Growl,Sand Attack,Double Kick,Leech Seed,Feint Attack,Take Down,Jump Kick,Aromatherapy,Energy Ball,Charm,Nature Power,Double-Edge,Solar Beam,Agility,Bounce,Grass Whistle","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
680,"Camouflage,Tackle,Growl,Sand Attack,Horn Leech,Double Kick,Leech Seed,Feint Attack,Take Down,Jump Kick,Aromatherapy,Energy Ball,Charm,Megahorn,Nature Power,Double-Edge,Solar Beam,Agility,Bounce,Last Resort","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
681,"Thunder Shock,Quick Attack,Tail Whip,Charge,Spark,Nuzzle,Pursuit,Double Team,Shock Wave,Electro Ball,Acrobatics,Light Screen,Encore,Volt Switch,Agility,Discharge,Air Slash,Roost,Charm","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
682,"Peck,Leer,Endure,Fury Cutter,Fury Attack,Headbutt,False Swipe,Bug Buzz,Slash,Take Down,Scary Face,X-Scissor,Flail,Swords Dance,Double-Edge,Feint Attack,Horn Attack,Pursuit","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
683,"Peck,Leer,Quick Guard,Twineedle,Fell Stinger,Fury Attack,False Swipe,Headbutt,Slash,Bug Buzz,Iron Defense,Iron Head,Double-Edge,X-Scissor,Reversal,Swords Dance,Giga Impact,Megahorn,Drill Run,Counter","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
684,"Absorb,Growth,Astonish,Bide,Mega Drain,Ingrain,Feint Attack,Sweet Scent,Synthesis,Toxic,Clear Smog,Giga Drain,Solar Beam,Rage Powder,Spore,Seed Bomb,Body Slam,Gastro Acid","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
685,"Absorb,Growth,Astonish,Bide,Mega Drain,Ingrain,Feint Attack,Sweet Scent,Synthesis,Toxic,Clear Smog,Giga Drain,Solar Beam,Rage Powder,Spore,Gastro Acid,Foul Play,Endure","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
686,"Bubble,Water Sport,Absorb,Night Shade,Bubble Beam,Recover,Water Pulse,Ominous Wind,Brine,Rain Dance,Hex,Hydro Pump,Wring Out,Water Spout,Acid Armor,Giga Drain,Confuse Ray","0,0,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4"
687,"Bubble,Water Sport,Absorb,Night Shade,Bubble Beam,Recover,Water Pulse,Ominous Wind,Brine,Rain Dance,Wring Out,Water Spout,Hex,Hydro Pump,Acid Armor,Spite,Confuse Ray","0,0,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4"
688,"Water Sport,Pound,Aqua Ring,Play Nice,Aqua Jet,Brine,Double Slap,Heal Pulse,Protect,Water Pulse,Wake-Up Slap,Soak,Wide Guard,Wish,Safeguard,Hydro Pump,Healing Wish,Refresh,Pain Split,Endure","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
689,"String Shot,Absorb,Spider Web,Thunder Wave,Screech,Fury Cutter,Electroweb,Bug Bite,Gastro Acid,Slash,Electro Ball,Signal Beam,Agility,Sucker Punch,Discharge,Bug Buzz,Poison Sting,Bounce,Giga Drain","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
690,"Absorb,String Shot,Thunder Wave,Spider Web,Sticky Web,Screech,Fury Cutter,Electroweb,Bug Bite,Gastro Acid,Slash,Electro Ball,Signal Beam,Agility,Sucker Punch,Discharge,Bug Buzz,Cross Poison,Magnet Rise,Giga Drain","0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
691,"Tackle,Harden,Rollout,Curse,Metal Claw,Pin Missile,Gyro Ball,Iron Defense,Mirror Shot,Ingrain,Self Destruct,Iron Head,Payback,Flash Cannon,Explosion,Leech Seed,Spikes,Seed Bomb","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
692,"Harden,Tackle,Curse,Rollout,Rock Climb,Metal Claw,Pin Missile,Gyro Ball,Iron Defense,Mirror Shot,Ingrain,Self Destruct,Power Whip,Iron Head,Payback,Flash Cannon,Explosion,Leech Seed,Stealth Rock,Seed Bomb","0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
693,"Vice Grip,Charge,Thunder Shock,Gear Grind,Bind,Charge Beam,Autotomize,Mirror Shot,Screech,Discharge,Metal Sound,Shift Gear,Lock-On,Zap Cannon,Hyper Beam,Iron Defense,Magnet Rise,Gravity","0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
694,"Vice Grip,Charge,Thunder Shock,Gear Grind,Bind,Charge Beam,Autotomize,Mirror Shot,Screech,Discharge,Metal Sound,Shift Gear,Lock-On,Zap Cannon,Hyper Beam,Iron Defense,Magnet Rise,Gravity","0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
695,"Vice Grip,Charge,Thunder Shock,Gear Grind,Gear Up,Magnetic Flux,Bind,Charge Beam,Autotomize,Mirror Shot,Screech,Discharge,Metal Sound,Shift Gear,Lock-On,Zap Cannon,Hyper Beam,Iron Defense,Gravity,Magnet Rise","0,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
696,"Tackle,Thunder Wave,Spark,Charge Beam","0,1,2,3"
